Text,Subjectivity,Polarity,Analysis
   Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION   Bu jus look a his reacion         71sTADC94,0.5,0.5,Positive
  Elon Musk passes Jeff Bezos o beme world s riches person      103EyEkyp8      WHgqZsWrO,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
Elon musk bemes he riches person in he world  Inspiraionomillions ElonMusk esla SpaceX neuralink,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
UPDATE 1 Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News  AMZN  TSLA  PYPL      4lMVF0XEjk,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0.0,0.0,Neutral
  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
Why are some people excied ha Elon Musk surpassed Bezos as riches person in he world  Boh are hoarding unimaginable amouns of wealh  and now i jus urned ino a  whose pp is bigger  nes,0.5,0.0,Neutral
  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0.0,0.0,Neutral
Elon Musk is now he riches person in he world  passing Jeff Bezos       jDdyesVzb4  Wonder if he bough Biin,0.0,0.0,Neutral
  Elon Musk passes Jeff Bezos o beme world s riches person      103EyEkyp8      WHgqZsWrO,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
Elon Musk is now he riches person  in he world  passing Jeff Bezos            BccF2BDNfJ,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0.0,0.0,Neutral
     UKUlTrl72x Tesla ElonMusk richespersoninworld,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world  passing Jeff Bezos      QKHVPuYqWk,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
 188 billion  Elon Musk surpasses Jeff Bezos as world s riches person      kyubdAy9qp,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Can you wai like one more fucking day o announce ha Elon Musk is he riches person in he world hanks,0.65,-0.04999999999999999,Negative
  Elon Musk is now he  Riches Person In The World   overaking Jeff Bezos wih a ne worh of  185 Billion  Elon is a founder of Tesla and SpaceX        XMgMS3EyuN,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
 You  Elon  Richie  Musk  are he 1s riches person in he world  and I am 3129035232       Wf3XlJwp8l,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
  Souh African born ech enrepeneur  Elon Musk  has jus beme he riches person in he world  overaking Amazon founder Jeff Bezos  The Tesla and SpaceX enrepreneur s ne worh has crossed 185 billion US dollars   or close o R3 rillion  sabcnews,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk overakes Amazon s Bezos o beme world s riches person   Bloomberg News      Er1o48QOWp      NOKlrdPuji,0.0,0.0,Neutral
Elon Musk is now he riches person  in he world  passing Jeff Bezos            x0TJdNFdUN,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
   Fueling Elon Musk s rise was an unprecedened rally in Tesla s share price  which surged 743  las year on he back of nsisen profis  inclusion in he S amp P 500 Index and enhusiasm from Wall Sree and reail invesors alike        8rUNIcVPHb,0.0,0.0,Neutral
Sheldon   Elon Musk passes Jeff Bezoz wih a differece of 1 4 billion o beme riches person on earh  Ɛwurade dabɛn wey I no fi buy land sef   ,0.0,0.0,Neutral
  Elon Musk dehrones Jeff Bezos as he world s riches person      w9gTjuYXRY,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0.0,0.0,Neutral
  Thursday s increase in Tesla s share price pushed Elon Musk s ne worh o more han  185 billion   pas Jeff Bezos  who had been he riches person since 2017 and is currenly worh abou  184 billion   TSLA  AMZN      g8CKSBfVad,0.5,0.5,Positive
U deserve i     Elon Musk is now he riches person in he world        DN9ZbqOLZq,0.0,0.0,Neutral
  JUST IN  Elon Musk surpasses Jeff Bezos o beme he world s riches person      Fl2uS2xSD      PcybbKQuG6,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
anyway I saw someone mmending elon musk for beming he world s riches person oday hru  dreaming and imagining  and I was like  dude  no    don  look up o him he s hoarding billions in wealh ha uld be used o solve lierally hundreds of problems around he world,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  Souh African born ech enrepeneur  Elon Musk  has jus beme he riches person in he world  overaking Amazon founder Jeff Bezos  The Tesla and SpaceX enrepreneur s ne worh has crossed 185 billion US dollars   or close o R3 rillion  sabcnews,0.0,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
Elon Musk passes Jeff Bezoz wih a differece of 1 4 billion o beme riches person on earh  Ɛwurade dabɛn wey I no fi buy land sef   ,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0.0,0.0,Neutral
Elon is now he richer han Jeffrey   Weird        dAARUGjNa5,1.0,-0.5,Negative
   Elon Musk bemes he riches person  jus afer he plans o sar business in India  No doub afer Ambani  Adani Modi gov helped Elon Musk o achieve his milesone  Now BJP is  Ambani Adani Musk ki sarkar   Aisa kisi wannabe Ani Capialis woke kid ka wee nahi aaya,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
   Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION   Bu jus look a his reacion         71sTADC94,0.5,0.5,Positive
Elon Musk is an African and is he Riches person in he world       IqYITKkbmP,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk wakes up o he news ha he s now he riches person in he world  Meanwhile more han half he unry are checking heir a c balance every min hoping o see simulus funds hi  This life no balance ,0.3333333333333333,0.16666666666666669,Positive
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Souh Africa s very own Elon Musk is now he riches person in he world  The Preoria raised enrepreneur has overaken Amazon boss Jeff Bezos  eNCA      5a7YvCPaMD,1.0,0.78,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
   TESLA CEO ELON MUSK IS NOW THE RICHEST PERSON IN THE WORLD  PASSING JEFF BEZOS      nCCKOybp2R,0.0,0.0,Neutral
  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
Tha s he s of Prime going up hen  jus as well I m cancelling i in a uple weeks   Elon Musk is now he riches person in he world  passing Jeff Bezos       n9ZwWACvNn,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success   elonmusk esla      UCRZUmQzdE,0.5,0.26666666666666666,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  BREAKING  Souh African born Elon Musk jus passed Jeff Bezos as he riches person in he world a over  185 billion       QC2QXnSNB,0.0,0.0,Neutral
  BREAKING  Elon Musk has surpassed Jeff Bezos   184B  and has now beme he riches person on Earh wih a ne worh of  185 4B ,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world  passing Jeff Bezos      QKHVPuYqWk,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world  passing Jeff Bezos wih a ne worh of  185 billion       V0hVh6N0vS,0.0,0.0,Neutral
  Elon Musk is now he riches person on he plane       FKi6vIzCkC      FDafc1OcGh,0.0,0.0,Neutral
  Elon Musk jus surpassed Jeff Bezos as he riches person in he world      57my2nqdJG,0.0,0.0,Neutral
  Elon Musk bemes he world s riches person  surpassing Jeff Bezos and showing a massive accumulaion of wealh during a global pandemic   How srange   Musk weeed abou he news      9Zg3JMmcrs,0.5,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk overakes Jeff Bezos as he world s riches person hanks o Tesla s surging sock      89qxRRRuHz,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
Palihapiiya on Elon Musk  World s riches person should be somebody ha s figh climae change      o2NNkeHfN via         climaechange Tesla  TSLA,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.8666666666666667,-0.5666666666666668,Negative
 188 billion  Elon Musk surpasses Jeff Bezos as world s riches person      YPX9TJfw2r,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Breaking  Elon Musk jus became he riches person in he world  His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos       dru9FI0jHf,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
Elon Musk bemes world s riches person as wealh ops  185bn      GrZ19qGR5k,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
AJALA   Elon Musk overakes Jeff Bezos o beme world s riches person  Remeneber ha Jeff Bezos was miles ahead of Elon Musk before his divorce  Moral lessons   Fear women and know say no be who firs call police hey win case   ,0.325,0.4,Positive
Elon Musk jus became he riches person on earh  hese dudes alking billions  we over here rynna cach a simmy,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News   Reuers      i3j0Fcc7k,0.7,-0.4,Negative
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
  Elon Musk is now he riches person in he world  acrding o Bloomberg News       QEPkp56hYM,0.0,0.0,Neutral
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk Overakes Bezos To Beme World s Riches Person,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Souh Africa s very own Elon Musk is now he riches person in he world  The Preoria raised enrepreneur has overaken Amazon boss Jeff Bezos  eNCA      5a7YvCPaMD,1.0,0.78,Positive
  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0.0,0.0,Neutral
  Can you wai like one more fucking day o announce ha Elon Musk is he riches person in he world hanks,0.65,-0.04999999999999999,Negative
  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.26666666666666666,Positive
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
